"Protocol","Time","d_time","Length","Source","src_port","Destination","dst_port"
"802.11","5.161801","-0.000001","105","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.162826","0.001025","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.162827","0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.163850","0.001023","118","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.163849","-0.000001","119","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.163849","0.000000","113","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.165897","0.002048","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.165898","0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.167945","0.002047","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.169994","0.002049","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.169993","-0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.169994","0.000001","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.172553","0.002559","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.172554","0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.173586","0.001032","118","IntelCor_ce:f2:0c","","IntelCor_d3:04:e1",""
"802.11","5.173578","-0.000008","118","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.175628","0.002050","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.175625","-0.000003","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.183307","0.007682","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.189451","0.006144","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.189450","-0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.189457","0.000007","118","IntelCor_ce:f2:0c","","IntelCor_d3:04:e1",""
"802.11","5.190986","0.001529","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.191499","0.000513","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.193035","0.001536","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.193034","-0.000001","130","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.193546","0.000512","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.195082","0.001536","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.195082","0.000000","118","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.196106","0.001024","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.196114","0.000008","118","IntelCor_ce:f2:0c","","IntelCor_d3:04:e1",""
"802.11","5.197130","0.001016","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.204811","0.007681","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.208906","0.004095","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.210954","0.002048","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.210954","0.000000","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.210962","0.000008","118","IntelCor_ce:f2:0c","","IntelCor_d3:04:e1",""
"802.11","5.212489","0.001527","118","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.213009","0.000520","118","IntelCor_ce:f2:0c","","IntelCor_d3:04:e1",""
"802.11","5.214537","0.001528","118","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.224274","0.009737","118","IntelCor_ce:f2:0c","","IntelCor_d3:04:e1",""
"802.11","5.228364","0.004090","118","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.230412","0.002048","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.230418","0.000006","118","IntelCor_ce:f2:0c","","IntelCor_d3:04:e1",""
"802.11","5.230410","-0.000008","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.232459","0.002049","102","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.232457","-0.000002","128","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.233993","0.001536","118","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.236042","0.002049","90","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.238092","0.002050","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.238089","-0.000003","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.240139","0.002050","118","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.242186","0.002047","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.242187","0.000001","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.244242","0.002055","118","IntelCor_ce:f2:0c","","IntelCor_d3:04:e1",""
"802.11","5.244235","-0.000007","118","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.247818","0.003583","119","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.253450","0.005632","124","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260105","0.006655","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260113","0.000008","118","IntelCor_ce:f2:0c","","IntelCor_d3:04:e1",""
"802.11","5.260106","-0.000007","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260107","0.000001","130","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260107","0.000000","100","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260107","0.000000","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260106","-0.000001","91","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260106","0.000000","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260106","0.000000","118","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260106","0.000000","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260106","0.000000","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260106","0.000000","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260107","0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260106","-0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260106","0.000000","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.260106","0.000000","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.267785","0.007679","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.268809","0.001024","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.268812","0.000003","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.268809","-0.000003","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.275465","0.006656","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.275466","0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.280073","0.004607","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.283659","0.003586","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.285194","0.001535","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.289804","0.004610","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.289802","-0.000002","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.294923","0.005121","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.296458","0.001535","130","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.301066","0.004608","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.301067","0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.304138","0.003071","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.304139","0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.304139","0.000000","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.305674","0.001535","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.305674","0.000000","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.316426","0.010752","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.330250","0.013824","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.337930","0.007680","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.341513","0.003583","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.343562","0.002049","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.343563","0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.345611","0.002048","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.347659","0.002048","130","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.349196","0.001537","100","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.349706","0.000510","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.351243","0.001537","91","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.351242","-0.000001","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.351242","0.000000","105","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.353290","0.002048","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.353290","0.000000","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.355339","0.002049","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.355346","0.000007","117","IntelCor_ce:f2:0c","","IntelCor_d3:04:e1",""
"802.11","5.357386","0.002040","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.358922","0.001536","117","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.358921","-0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.360954","0.002033","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.363018","0.002064","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.363019","0.000001","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.370698","0.007679","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.372745","0.002047","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.372745","0.000000","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.374795","0.002050","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.374793","-0.000002","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.376842","0.002049","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.380427","0.003585","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.386569","0.006142","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.388107","0.001538","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.388105","-0.000002","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.389642","0.001537","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.389642","0.000000","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.394251","0.004609","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.395787","0.001536","130","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.399369","0.003582","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.399369","0.000000","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.399372","0.000003","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.408074","0.008702","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.411146","0.003072","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.414730","0.003584","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.416778","0.002048","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.416778","0.000000","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.418826","0.002048","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.420873","0.002047","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.434187","0.013314","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.434185","-0.000002","117","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.434698","0.000513","150","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.437257","0.002559","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.441355","0.004098","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.442377","0.001022","118","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.443914","0.001537","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.444425","0.000511","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.445451","0.001026","120","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.445451","0.000000","102","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.445962","0.000511","128","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.445964","0.000002","119","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.445962","-0.000002","124","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.446986","0.001024","90","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.446986","0.000000","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
"802.11","5.449035","0.002049","116","IntelCor_d3:04:e1","","IntelCor_ce:f2:0c",""
